"presence","x","y","cells","BO2_salinitymean_bdmax","BO2_tempmin_bdmax","BO2_tempmax_bdmax","BO2_temprange_bdmax","BO21_curvelmax_bdmax","MS_biogeo06_bathy_slope_5m","MS_biogeo01_aspect_EW_5m","MS_biogeo05_dist_shore_5m","MS_biogeo02_aspect_NS_5m","BO_bathymax","MS_bathy_5m","Protected_Areas"
0,147.875,-13.4583333333333,407,34.7169647216797,1.54281914234161,1.56505227088928,0.022233160212636,0.107011012732983,0.109999999403954,0.209999993443489,300,0.959999978542328,-4000,-4109,4
0,147.958333333333,-13.4583333333333,408,34.7169647216797,1.53956162929535,1.56055188179016,0.020990239456296,0.108397863805294,0.100000001490116,0.560000002384186,308,0.810000002384186,-4055,-4176,4
0,148.041666666667,-13.4583333333333,409,34.7186279296875,1.53956425189972,1.56055438518524,0.0209902245551348,0.106017656624317,0.100000001490116,0.699999988079071,316,0.46000000834465,-4112,-4273,4
0,148.125,-13.4583333333333,410,34.7186279296875,1.53956186771393,1.56055212020874,0.0209902431815863,0.110955148935318,0.0299999993294477,-0.270000010728836,325,0.430000007152557,-4249,-4318,4
0,148.208333333333,-13.4583333333333,411,34.7186279296875,1.53956174850464,1.56055200099945,0.0209902450442314,0.123969249427319,0.0199999995529652,0.670000016689301,333,0.140000000596046,-4301,-4321,4
0,148.291666666667,-13.4583333333333,412,34.7186279296875,1.53956151008606,1.56055176258087,0.0209902431815863,0.123549610376358,0.0500000007450581,0.629999995231628,342,-0.0500000007450581,-4325,-4358,4
0,148.375,-13.4583333333333,413,34.7186279296875,1.90717792510986,1.92964577674866,0.0224678944796324,0.121161825954914,0.0599999986588955,-0.119999997317791,350,-0.200000002980232,-4336,-4373,4
0,148.458333333333,-13.4583333333333,414,34.7186279296875,1.53956151008606,1.56055176258087,0.0209902450442314,0.117768079042435,0.0299999993294477,0.439999997615814,355,-0.119999997317791,-4350,-4369,4
0,148.541666666667,-13.4583333333333,415,34.7186279296875,1.89586305618286,1.91816306114197,0.0222998987883329,0.137854352593422,0.0500000007450581,0.589999973773956,354,0.400000005960464,-4379,-4405,4
0,148.625,-13.4583333333333,416,34.7186279296875,1.90044867992401,1.92279040813446,0.0223416425287724,0.139083549380302,0.0900000035762787,-0.720000028610229,351,-0.319999992847443,-4336,-4369,4
0,148.708333333333,-13.4583333333333,417,34.7186279296875,1.90492129325867,1.92730367183685,0.0223823767155409,0.135419651865959,0.0700000002980232,0.419999986886978,347,-0.28999999165535,-4331,-4319,4
